accident_id,date,time,am_pm,location,description,autonomous_mode,vehicle_1_make,vehicle_1_model,vehicle_1_year,vehicle_1_moving,vehicle_2_make,vehicle_2_model,vehicle_2_year,vehicle_2_moving,weather_conditions,road_conditions,lighting_conditions,roadway_surface,associated_factors,impact_points,vehicle_damage,Ground_Truth
107,3/16/2023,2:19,AM,"San Bruno, San Mateo","On March 16, 2023 at 2:19 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Bruno, CA was in a collision involving road debris on Interstate 280 at the interchange ramp for Interstate 380 (Exit 43A). The Waymo AV was traveling south on Interstate 280 in the rightmost exit lane for Exit 43A towards Interstate 380 when it made contact with road debris (tire scrap). At the time of the impact, the Waymo AV’s Level 4 ADS was (engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_c_1,roadway_a_1,Not specified,right_rear_passenger_2,MINOR,
108,3/16/2023,5:10,AM,"San Francisco, San Francisco","On March 16, 2023 at 5:10 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Bayshore Boulevard between Flower Street and Cortland Avenue. The Waymo AV was traveling north on Bayshore Boulevard in autonomous mode, merging into the rightmost lane.  As the Waymo AV merged, the test driver transitioned from autonomous mode to manual mode and began accelerating. The front of the Waymo AV made contact with the rear of a passenger car that was stopped in the rightmost lane. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both the Waymo AV and the passenger car sustained damage.",No,Jaguar,I-Pace,2021,Yes,,Tesla Model S,2015,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,front_bumper,MINOR,
109,3/16/2023,10:31,AM,"San Francisco, San Francisco","A Zoox vehicle in manual mode northwest on Division St. in San Francisco, CA scraped a parked car at low speed as it was pulling into a driveway, making contact with its left front bumper. There were no injuries and police were not called.",No,Toyota,Highlander,2019,Yes,,Honda Insight,2019,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,right_rear_3,MINOR,
110,3/12/2023,9:28,AM,"San Francisco, San Francisco","On March 12, 2023 at 9:28 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Cesar Chavez Street at Mission Street.The Waymo AV was stopped in the dedicated left turn lane facing west on Cesar Chavez Street, awaiting a green signal to turn onto Mission Street. The signal for traffic proceeding west on Cesar Chavez Street turned green, and traffic in adjacent lanes began moving. The left turn arrow signal for the dedicated turn lane occupied by the Waymo AV remained red. The passenger car that had been stopped directly behind the Waymo AV began moving forward. The front of the passenger car made contact with the rear of the Waymo AV.At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The passenger car sustained minor damage.",Yes,Jaguar,I-Pace,2021,No,,Toyota Carolla SE,2012,Yes,"weather_c_1, weather_c_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_b_1, roadway_b_2",Not specified,Not specified,NONE,
111,3/18/2023,3:26,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling southbound on 25th Avenue between Clement Street and Geary Boulevard. The Cruise AV entered the intersection with Geary Boulevard on a green light. As the Cruise AV was passing through the intersection, a Mercedes Sedan traveling eastbound on Geary Boulevard entered the intersection on a red light and shortly thereafter made contact with the Cruise AV, damaging the front right quarter of the Cruise AV. The Mercedes Sedan then made contact with a nearby building, resulting in damage to the property. Police and Emergency Medical Services were called to the scene. The Cruise AV was towed from the scene. Occupants of the Mercedes Sedan received medical treatment at the scene and were not transported by Emergency Medical Services.",Yes,Cruise,AV,2023,Yes,,Sedan,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"right_front_corner_2, front_bumper, right_front_corner_3, front_passenger_side_4, right_front_corner_1, left_front_corner_2",MAJOR,
112,3/6/2023,1:06,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on northbound Polk Street at the intersection with Sutter Street. The Cruise AV began to proceed as the light turned green when an Infiniti Q50 passed the Cruise AV in the oncoming traffic lane and began performing “donuts” in the intersection. The Cruise AV began to initiate a left turn onto Sutter Street when the Infiniti Q50 made contact with the Cruise AV’s front driver side bumper, causing damage to the front driver side bumper, front driver side fascia and front driver side headlight. The driver of the Infiniti Q50 left the scene without exchanging information. There were no reported injuries and the Cruise AV was towed from the incident.",Yes,Cruise,AV,2022,Yes,,Infiniti Q50,2015,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"front_driver_side_3, left_front_corner_3, left_front_corner_1",UNK,
113,3/1/2023,8:27,AM,"San Francisco, San Francisco","On March 1, 2023 at 8:27 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a fixed object on O’Farrell Street near Anzavista Avenue.As the Waymo AV was leaving a parking lot to turn left onto O’Farrell Street, the front of the Waymo AV made contact with a chain that was connected between a parking lot road sign and a temporary pole. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The road sign fell down due to tension on the chain.",Yes,Jaguar,I-PACE,2021,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_c_1,roadway_a_1,Not specified,Not specified,NONE,
114,3/9/2023,4:12,AM,"SAN FRANCISCO, SAN FRANCISCO",Our Autonomous vehicle (car 1) was in conventional mode stopped at the traffic light on Embarcadero and Washington. A black color Dodge Challenger (car 2) attempted to bypass our car (car 1) from the rear and in doing so hit our car (car 1) right side rear bumper. At the time of collision our AV (Car 1) was stopped traveling 0 mph and the Dodge Challenger (car 2) was traveling less than 5 mph.  The damage is minor and left a small scratch. After exchanging information both parties agreed to leave the scene  ,No,NISSAN,LEAF,2019,No,,DODGE ,2020,Yes,"weather_b_1, weather_b_2, weather_c_1, weather_c_2",road_conditions_h_1,lighting_a_1,roadway_b_1,"other_a_no, other_h_no",right_rear_1,MINOR,
115,3/3/2023,4:23,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on Bryant Street in the rightmost lane between 11th Street and 10th Street. As the Cruise AV proceeded straight into the intersection with 10th Street, a semi-trailer truck traveling in the lane to the left of the Cruise AV began to make a right turn onto 10th Street and crossed into the Cruise AV’s lane without a turn signal. The Cruise AV braked and the semi-trailer truck made contact with the left side of the Cruise AV, causing damage to the driver side front, rear, and bumper of the Cruise AV. The parties exchanged information and there were no injuries.",Yes,Cruise,AV,2023,No,,Semi-Trailer Truck,2023,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_1, rear_bumper, front_driver_side_3, left_front_corner_1, left_rear_2, left_rear_passenger_1, left_rear_passenger_3",UNK,
116,2/25/2023,7:23,AM,"San Francisco, San Francisco","On February 25th, 2023 at 7:23 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a heavy truck on 25th Street at Noe Street. The Waymo AV was proceeding East on 25th Street near the intersection with Noe Street when it came to a stop to yield to a heavy truck traveling West on 25th Street. As the heavy truck moved past the Waymo AV, the front left tire of the heavy truck made contact with the rear left sensor of the Waymo AV. The heavy truck then left the scene. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.",Yes,Jaguar,I-PACE,2021,No,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2",Not specified,Not specified,left_rear_2,MINOR,
117,2/25/2023,9:45,AM,"San Francisco, San Francisco","On February 25th, 2023 at 9:45 AM/PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a heavy truck on Pacific Avenue at Sansome Street.The Waymo AV was making a right turn to travel west on Pacific Avenue. As the Waymo AV turned, the rear right tire of the Waymo AV made contact with the lowered loading lift of a heavy truck parked partially across the parking lot entrance. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.",No,Jaguar,I-PACE,2021,Yes,,,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_3, right_rear_passenger_2",MINOR,
118,2/24/2023,12:15,PM,"San Francisco, San Francisco","On February 24, 2023 at 12:15 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Toland Street at Hudson Avenue.The Waymo AV was traveling southwest on Toland Street in autonomous mode. While the Waymo AV was making a left turn onto Hudson Avenue, a passenger vehicle proceeded into the intersection from the left and made contact with the left side of the Waymo AV. The other vehicle immediately left the scene. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,Toyota Prius,2005,Yes,"weather_c_1, weather_c_2",Not specified,"lighting_c_1, lighting_c_2","roadway_b_1, roadway_b_2",Not specified,"front_driver_side_3, front_driver_side_1, left_front_corner_1, left_rear_passenger_1, left_rear_passenger_3",UNK,
119,2/21/2023,10:15,AM,"Sunnyvale, Santa Clara","On February 21st, a test vehicle operating in manual driving mode was making a u-turn from Westbound to Eastbound Homestead Road at the intersection with Kennewick Drive in Sunnyvale when the right front tire and rim made contact with the curb.  No injuries were reported and law enforcement was not called to the scene.  The test vehicle sustained damage to the right front rim.",No,Lexus,RX 450h,2016,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_a_1,roadway_a_1,other_k,front_passenger_side_4,MINOR,
120,2/23/2023,3:36,AM,"San Francisco, San Francisco","A Zoox vehicle in manual mode was proceeding southbound in the turn lane on Sixth Street with a green light, yielding to a pedestrian before completing a right turn onto eastbound Harrison Street, in San Francisco, CA with turn signals illuminated. A large truck in the left adjacent lane abruptly turned right and cut in front of the Zoox vehicle making contact with the left front sensor. There were no injuries, the other vehicle did not stop to exchange information, and police were not called. ",No,Toyota,Highlander,2016,Yes,,Isuzu,,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_1,MINOR,
121,2/15/2023,5:44,AM,"San Francisco, San Francisco","On February 15, 2023 at 5:43 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving road debris on North Point Street at Buchanan Street.The Waymo AV was proceeding East on North Point Street through the intersection with Buchanan Street when the front of the Waymo AV made contact with cardboard debris. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. ",Yes,Jaguar,I-PACE,2021,Yes,,,,No,weather_a_1,road_conditions_h_1,lighting_c_1,roadway_a_1,Not specified,front_bumper,MINOR,
122,2/9/2023,3:10,AM,"GARDENA, LOS ANGELES","The subject Mercedes-Benz vehicle was driving in stop and go traffic on the 405 south freeway in Gardena, California with the L3 ADS activated. The test route selected by the driver in the vehicle's navigation system indicated an upcoming exit, so the driver began to prepare for a lane change towards the highway exit by deactivating the L3 ADS and activating the turn signal. Once the vehicle was in conventional driving mode, the driver looked for a gap in the adjacent lane to merge towards the exit lane, applied the brakes, and slowed the vehicle down. The SUV following the Mercedes-Benz vehicle did not respond in time to the vehicle's braking and contacted the rear of the Mercedes-Benz approximately 10 seconds after the L3 ADS was deactivated.  The Mercedes-Benz vehicle experienced minor damage to the rear bumper. No injuries were reported, no airbags deployed in either vehicle, and both vehicles were driven from the scene of the incident.",No,MERCEDES-BENZ,S580,2022,Yes,,JEEP,2020,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2","other_a_no, other_d, other_h_no","left_rear_1, rear_bumper, right_rear_1",MINOR,
123,2/11/2023,6:06,AM,"San Francisco, San Francisco",A Zoox vehicle in autonomous mode was slowing to a stop with brake lights illuminated behind traffic on northbound 5th Street near Jesse Street when a vehicle behind made contact at approximately 10mph. There were no injuries and police were not called. ,Yes,Toyota,Highlander,2016,No,,Volvo C70,2011,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
124,2/8/2023,1:27,AM,"San Francisco, San Francisco",A Zoox vehicle in autonomy was stopped with brake lights illuminated in traffic southbound on Embarcadero Street towards Folsom Street. When traffic ahead began to move the Zoox vehicle was appropriately following the car ahead at low speed when it was rear ended by Vehicle #2 at low speed. The other party did not stop to exchange information and left the scene. There were no injuries and police were not called. ,Yes,Toyota,Highlander,2106,No,,Nissan Frontier,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
125,2/7/2023,2:28,AM,"San Francisco, San Francisco",A Zoox vehicle in autonomous mode was making a right turn to travel southwest onto 2nd Street from Folsom Street from lane 1 when Vehicle 2 crossed from lane 3 into the Zoox vehicle's lane and made contact with the Zoox vehicle's front sensors before making the right turn.  Vehicle 2 did not stop before leaving the scene. No information was exchanged. There were no injuries and the police were not called.,Yes,Toyota,Highlander,2016,Yes,,,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2",Not specified,Not specified,"front_bumper, left_front_corner_3, left_front_corner_1",MINOR,
126,2/2/2023,8:25,AM,"SANTA FE SPRINGS, LOS ANGELES","The subject Mercedes-Benz DRIVE PILOT test vehicle was traveling between 15 – 20 mph in the #2 northbound lane on the 605 Freeway in California in stop and go traffic with the L3 ADS activated by the driver. The vehicle’s ADS determined that a truck traveling in the adjacent lane had a trajectory towards the Drive Pilot’s lane, and so the Mercedes-Benz test vehicle autonomously applied the brakes to avoid a collision.  After applying the brakes and bringing itself to a standstill, the Mercedes-Benz was then struck in the rear bumper by a trailing semi-truck that did not stop in time.  No injuries were reported, no airbags deployed in either vehicle, and both vehicles were able to be driven from the scene of the incident. The Mercedes-Benz vehicle experienced minor damage to the rear bumper, and no damage was observed on the semi-truck at the scene. The CA Traffic Collision Report for the subject incident noted a violation of California Vehicle Code 22350 (unsafe speed for traffic conditions) by the semi-truck in the #2 lane that struck the rear bumper of the Mercedes-Benz. ",Yes,MERCEDES-BENZ,S-CLASS,2021,No,,FRHT TRUCK TRACTOR,2014,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2","other_a_no, other_d","left_rear_1, rear_bumper, right_rear_1",MINOR,
127,1/30/2023,5:57,AM,"San Francisco, San Francisco","A Zoox vehicle in manual mode was stationary at a red right turn arrow northeast on Folsom Street with brake lights and right turn signal illuminated, waiting to make a turn onto souttheast 2nd Street. Vehicle 2, behind the Zoox vehicle, proceeded and made contact with the left rear sensor and bumper of the Zoox vehicle. There were no injuries and police were not called. ",No,Toyota,Highlander,2016,No,,Mitsubishi Outlander 4D ,2016,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,rear_bumper,MINOR,
128,1/25/2023,6:24,AM,"San Francisco, San Francisco","A Cruise autonomous vehicle (“Cruise AV”), operating in manual mode, was traveling northbound on 13th Street in the rightmost lane between Folsom Street and South Van Ness Avenue. At the same time, a Model 3 Tesla traveling in the adjacent center lane alongside the Cruise AV attempted to change lanes in front of the Cruise AV over a solid white line into the rightmost lane in which the Cruise AV was traveling. During this maneuver, the Model 3 Tesla made contact with the Cruise AV’s driver side rear wheel and wheel well, and driver side rear passenger door, damaging the Tesla’s front passenger side wheel well . The parties exchanged information and there were no reported injuries.",No,Cruise,AV,2022,Yes,,Tesla Model 3,2022,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"left_rear_2, left_rear_passenger_1",MINOR,
129,1/22/2023,5:08,AM,"San Francisco, San Francisco","On January 22, 2023 at 5:08 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Bayshore Boulevard at Jerrold Avenue.The Waymo AV was traveling north on Bayshore Boulevard when, upon entering the intersection at Jerrold Avenue, a passenger vehicle which had previously been stopped at a red light, proceeded through the red light. The passenger vehicle approached from the left and made contact with the left rear bumper of the Waymo AV. The other vehicle immediately left the scene of the collision. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). Both vehicles sustained damage.",Yes,Jaguar,I-Pace,2021,Yes,,Toyota Corolla,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_1,UNK,
130,1/1/2023,6:40,AM,"San Francisco, San Francisco","A Zoox vehicle in autonomous mode was proceeding straight in its lane on Mason Street in San Francisco, CA when an occupant of a parallel parked car (Vehicle 2) abruptly opened its rear passenger side door into the side of the Zoox vehicle, causing minor damage to both vehicles. The Zoox operator disengaged as a result of the contact. There were no injuries and the police were not called. ",Yes,Toyota,Highlander,2016,Yes,,Tesla,,No,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,"front_driver_side_3, left_front_corner_1",MINOR,
